VERSION,JAVA_CLASS,SIZE,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,LOC_DELETED,MAX_LOC_DELETED,AVG_LOC_DELETED,CHURN,MAX_CHURN,AVG_CHURN,FIXED_DEFECTS,NUMBER_OF_COMMITS,NUMBER_OF_AUTHORS,IS_BUGGY
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,132,9,9,9.0,1,1,1.0,8,8,8.0,0,1,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,177,7,5,3.5,2,1,1.0,5,4,2.5,0,2,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,70,70,70,70.0,0,0,0.0,70,70,70.0,0,1,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,36,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,132,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,83,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,74,20,20,20.0,6,6,6.0,14,14,14.0,0,1,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,86,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,355,22,20,11.0,22,20,11.0,0,0,0.0,0,2,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,798,313,94,31.3,127,37,12.7,226,74,22.6,2,10,2,True
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,75,44,38,22.0,8,5,4.0,36,35,18.0,0,2,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,125,64,20,12.8,17,5,3.4,47,16,9.4,1,5,2,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,200,129,81,21.5,14,5,2.3333333333333335,115,77,19.166666666666668,2,6,2,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,134,161,82,40.25,27,13,6.75,134,82,33.5,0,4,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,123,18,15,9.0,3,3,1.5,15,15,7.5,0,2,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,204,4,4,4.0,1,1,1.0,3,3,3.0,0,1,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,162,162,162,162.0,0,0,0.0,162,162,162.0,0,1,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,130,131,130,65.5,1,1,0.5,130,130,65.0,0,2,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,108,108,108,108.0,0,0,0.0,108,108,108.0,0,1,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,353,354,353,177.0,1,1,0.5,353,353,176.5,1,2,1,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,80,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,306,312,310,156.0,6,6,3.0,314,310,157.0,0,2,2,True
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,340,77,77,77.0,183,183,183.0,106,106,106.0,0,1,1,True
2,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,103,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,98,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
2,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,117,38,38,38.0,0,0,0.0,38,38,38.0,0,1,1,True
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,215,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,273,4,4,4.0,2,2,2.0,2,2,2.0,1,1,1,True
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,460,5,5,5.0,3,3,3.0,2,2,2.0,1,1,1,True
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,138,5,5,5.0,4,4,4.0,1,1,1.0,1,1,1,False
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,358,2,2,2.0,1,1,1.0,1,1,1.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1248,9,8,4.5,3,3,1.5,6,5,3.0,2,2,2,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,157,4,4,4.0,1,1,1.0,3,3,3.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,981,54,54,54.0,1,1,1.0,53,53,53.0,0,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,262,8,8,8.0,6,6,6.0,2,2,2.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,553,5,5,5.0,3,3,3.0,2,2,2.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,369,9,6,4.5,1,1,0.5,8,6,4.0,2,2,2,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,390,3,3,3.0,1,1,1.0,2,2,2.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,577,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,66,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,188,1,1,1.0,1,1,1.0,0,0,0.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,582,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,160,3,3,3.0,1,1,1.0,2,2,2.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,27,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,923,15,11,5.0,20,13,6.666666666666667,19,9,6.333333333333333,2,3,2,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,268,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,163,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,109,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,147,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,106,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,326,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,648,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,792,17,12,8.5,3,3,1.5,14,12,7.0,1,2,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,319,6,5,3.0,1,1,0.5,5,5,2.5,1,2,2,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,191,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,273,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,137,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,979,5,5,5.0,4,4,4.0,1,1,1.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,495,45,40,22.5,17,14,8.5,28,26,14.0,2,2,2,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,167,36,36,36.0,22,22,22.0,14,14,14.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,86,3,3,3.0,1,1,1.0,2,2,2.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,182,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,361,21,21,21.0,18,18,18.0,3,3,3.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,236,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,315,4,3,2.0,3,2,1.5,1,1,0.5,2,2,2,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,695,11,5,2.75,10,3,2.5,5,2,1.25,4,4,3,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,27,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,89,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,1,1,1.0,1,1,1.0,0,0,0.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,153,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,1,1,1.0,1,1,1.0,0,0,0.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,192,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,252,6,6,6.0,4,4,4.0,2,2,2.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,1,1,1.0,1,1,1.0,0,0,0.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,69,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,77,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,94,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,337,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,172,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,156,3,3,3.0,1,1,1.0,2,2,2.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,277,3,3,3.0,1,1,1.0,2,2,2.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,189,191,189,95.5,2,2,1.0,189,189,94.5,0,2,2,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,194,203,118,101.5,9,9,4.5,194,118,97.0,0,2,2,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,346,187,158,93.5,17,17,8.5,170,158,85.0,0,2,2,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java,304,306,303,153.0,2,2,1.0,304,303,152.0,0,2,2,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,356,15,10,7.5,283,283,141.5,278,273,139.0,1,2,2,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,84,2,2,1.0,9,5,4.5,7,5,3.5,1,2,2,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,53,0,0,0.0,5,5,5.0,5,5,5.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,4088,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,691,80,79,26.666666666666668,116,112,38.666666666666664,36,33,12.0,2,3,2,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,47,52,40,26.0,5,5,2.5,47,40,23.5,0,2,2,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,101,0,0,0.0,49,49,49.0,49,49,49.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,510,8,6,4.0,1,1,0.5,7,5,3.5,2,2,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,328,3,3,3.0,0,0,0.0,3,3,3.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,359,2,2,2.0,0,0,0.0,2,2,2.0,1,1,1,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,666,9,9,9.0,7,7,7.0,2,2,2.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,262,4,4,4.0,2,2,2.0,2,2,2.0,1,1,1,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,140,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,152,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,129,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,243,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,True
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,False
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,97,3,3,3.0,0,0,0.0,3,3,3.0,1,1,1,False
3,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionImpl.java,476,476,476,476.0,0,0,0.0,476,476,476.0,0,1,1,False
3,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionMetaDataImpl.java,77,77,77,77.0,0,0,0.0,77,77,77.0,0,1,1,False
3,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/DebugUtil.java,69,69,69,69.0,0,0,0.0,69,69,69.0,0,1,1,False
3,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheMap.java,104,104,104,104.0,0,0,0.0,104,104,104.0,0,1,1,False
3,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheSet.java,115,115,115,115.0,0,0,0.0,115,115,115.0,0,1,1,False
3,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/MessagingSessionFacade.java,421,421,421,421.0,0,0,0.0,421,421,421.0,0,1,1,False
