DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AUC,KAPPA,TRUE_POSITIVE,FALSE_POSITIVE,TRUE_NEGATIVE,FALSE_NEGATIVE
BOOKKEEPER,1,43.67245657568238,NAIVE_BAYES,NONE,NONE,NONE,0.06557377049180328,0.046511627906976744,0.19231403595579746,-0.37924553044542564,4.0,57.0,84.0,82.0
BOOKKEEPER,1,43.67245657568238,NAIVE_BAYES,NONE,OVERSAMPLING,NONE,NaN,0.0,0.27449282533399305,0.0,0.0,0.0,141.0,86.0
BOOKKEEPER,1,43.67245657568238,NAIVE_BAYES,NONE,UNDERSAMPLING,NONE,0.06557377049180328,0.046511627906976744,0.19194293254164604,-0.37924553044542564,4.0,57.0,84.0,82.0
BOOKKEEPER,2,56.44257703081232,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,NONE,NONE,0.3157894736842105,0.1,0.36225099601593624,0.06514424155413005,6.0,13.0,238.0,54.0
BOOKKEEPER,2,56.44257703081232,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,OVERSAMPLING,NONE,0.12631578947368421,0.2,0.3682270916334661,-0.10694199157723147,12.0,83.0,168.0,48.0
BOOKKEEPER,2,56.44257703081232,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,UNDERSAMPLING,NONE,0.3333333333333333,0.11666666666666667,0.3700863213811421,0.08089629923691068,7.0,14.0,237.0,53.0
BOOKKEEPER,2,56.44257703081232,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.3157894736842105,0.1,0.36225099601593624,0.06514424155413005,6.0,13.0,238.0,54.0
BOOKKEEPER,2,56.44257703081232,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NONE,0.12631578947368421,0.2,0.3682270916334661,-0.10694199157723147,12.0,83.0,168.0,48.0
BOOKKEEPER,2,56.44257703081232,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NONE,0.3333333333333333,0.11666666666666667,0.3700863213811421,0.08089629923691068,7.0,14.0,237.0,53.0
BOOKKEEPER,2,56.44257703081232,NAIVE_BAYES,NONE,NONE,NONE,0.12,0.45,0.36274900398406373,-0.16558773424190804,27.0,198.0,53.0,33.0
BOOKKEEPER,2,56.44257703081232,NAIVE_BAYES,NONE,OVERSAMPLING,NONE,0.136,0.2833333333333333,0.3441899070385126,-0.10405548371929017,17.0,108.0,143.0,43.0
BOOKKEEPER,2,56.44257703081232,NAIVE_BAYES,NONE,UNDERSAMPLING,NONE,0.42424242424242425,0.23333333333333334,0.5198207171314742,0.19020149821736165,14.0,19.0,232.0,46.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,NONE,NONE,0.08333333333333333,0.02127659574468085,0.7666094715168154,-0.020767494356659203,1.0,11.0,299.0,46.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,OVERSAMPLING,NONE,0.07142857142857142,0.02127659574468085,0.7511667810569663,-0.029421826890181135,1.0,13.0,297.0,46.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,GREEDY_BACKWARD_SEARCH,UNDERSAMPLING,NONE,0.1111111111111111,0.0425531914893617,0.6914550446122169,-0.012271649700180765,2.0,16.0,294.0,45.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.0,0.0,0.772031571722718,-0.06050103970690149,0.0,13.0,297.0,47.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,BEST_FIRST,OVERSAMPLING,NONE,0.0,0.0,0.6992107069320521,-0.06050103970690149,0.0,13.0,297.0,47.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,BEST_FIRST,UNDERSAMPLING,NONE,0.3,0.1276595744680851,0.7314344543582704,0.10907935931757363,6.0,14.0,296.0,41.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,NONE,NONE,NONE,0.07692307692307693,0.02127659574468085,0.7510638297872341,-0.025151005050004886,1.0,12.0,298.0,46.0
BOOKKEEPER,3,66.66666666666667,NAIVE_BAYES,NONE,OVERSAMPLING,NONE,0.06666666666666667,0.02127659574468085,0.6883665065202471,-0.033584250144759395,1.0,14.0,296.0,46.0
