DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AUC,KAPPA,TRUE_POSITIVE,FALSE_POSITIVE,TRUE_NEGATIVE,FALSE_NEGATIVE
SYNCOPE,6,83.10316815597075,IBK,BEST_FIRST_FORWARD,UNDERSAMPLING,NONE,0.2543859649122807,0.5370370370370371,0.6479044834307992,0.2581063553826199,29.0,85.0,485.0,25.0
SYNCOPE,6,83.10316815597075,IBK,BEST_FIRST_BACKWARD,NONE,SENSITIVE_LEARNING,NaN,0.0,0.5,0.0,0.0,0.0,570.0,54.0
SYNCOPE,6,83.10316815597075,IBK,BEST_FIRST_BACKWARD,NONE,NONE,NaN,0.0,0.718404808317089,0.0,0.0,0.0,570.0,54.0
SYNCOPE,6,83.10316815597075,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,SENSITIVE_LEARNING,0.0,0.0,0.49912280701754386,-0.0031567870922484683,0.0,1.0,569.0,54.0
SYNCOPE,6,83.10316815597075,IBK,BEST_FIRST_BACKWARD,OVERSAMPLING,NONE,0.0,0.0,0.6456952566601689,-0.0031567870922484683,0.0,1.0,569.0,54.0
SYNCOPE,6,83.10316815597075,IBK,BEST_FIRST_BACKWARD,SMOTE,SENSITIVE_LEARNING,0.0,0.0,0.4964912280701754,-0.0120805369127522,0.0,4.0,566.0,54.0
SYNCOPE,6,83.10316815597075,IBK,BEST_FIRST_BACKWARD,SMOTE,NONE,0.0,0.0,0.6541098115659519,-0.0120805369127522,0.0,4.0,566.0,54.0
SYNCOPE,6,83.10316815597075,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,SENSITIVE_LEARNING,0.08366533864541832,0.7777777777777778,0.4853801169590643,-0.006149053045830946,42.0,460.0,110.0,12.0
SYNCOPE,6,83.10316815597075,IBK,BEST_FIRST_BACKWARD,UNDERSAMPLING,NONE,0.2543859649122807,0.5370370370370371,0.6479044834307992,0.2581063553826199,29.0,85.0,485.0,25.0
SYNCOPE,6,83.10316815597075,IBK,NONE,NONE,SENSITIVE_LEARNING,NaN,0.0,0.5,0.0,0.0,0.0,570.0,54.0
SYNCOPE,6,83.10316815597075,IBK,NONE,NONE,NONE,NaN,0.0,0.6522904483430799,0.0,0.0,0.0,570.0,54.0
SYNCOPE,6,83.10316815597075,IBK,NONE,OVERSAMPLING,SENSITIVE_LEARNING,0.0,0.0,0.49912280701754386,-0.0031567870922484683,0.0,1.0,569.0,54.0
