VERSION_INDEX,JAVA_CLASS,SIZE,IS_BUGGY
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,58,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,282,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,582,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,800,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,216,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,55,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,184,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,65,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,150,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,81,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,84,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,905,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,312,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,171,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,153,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,84,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,169,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,189,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,127,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,79,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,90,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,123,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,276,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,549,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,27,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,88,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,283,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,175,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,507,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,209,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,147,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,98,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java,132,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,236,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,227,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,172,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,507,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,90,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,58,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,529,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,694,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,148,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,92,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,664,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,55,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,256,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,54,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,38,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,98,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,False
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,69,True
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,False
